随机值,K值为2,K值为3,K值为4,K值为5
0.59,0.26301783599999995,0.26539269500000007,0.20953367899999997,0.16930023100000002
0.6,0.26301783599999995,0.26539269500000007,0.08712067800000001,0.07248636899999994
0.61,0.26301783599999995,0.26539269500000007,0.09510646600000006,0.2835929389999998
0.62,0.26301783599999995,0.26539269500000007,0.03422838500000003,0.058205516999999984
0.63,0.26301783599999995,0.26539269500000007,0.14549717399999995,0.07025084200000009
0.64,0.26301783599999995,0.26539269500000007,0.08351384100000003,0.34084287700000004
0.65,0.26301783599999995,0.26539269500000007,0.14322902599999998,0.02634531799999995
0.66,0.26301783599999995,0.26539269500000007,0.14322902599999998,0.28301729500000006
0.67,0.26301783599999995,0.20569161000000014,0.2836602979999998,0.028853545000000036
0.68,0.26301783599999995,0.14315635599999998,0.26546536500000006,0.019987690000000002
0.69,0.26301783599999995,0.14315635599999998,0.256701936,0.2917943270000001
0.7,0.26301783599999995,0.14315635599999998,0.256701936,0.2917943270000001
0.71,0.26301783599999995,0.24737261199999994,0.16039937500000012,0.283829876
0.72,0.26301783599999995,0.052998093000000024,0.35477389400000003,0.282825232
0.73,0.26301783599999995,0.26277882399999997,0.22657308399999998,0.2014427110000001
0.74,0.26301783599999995,0.26277882399999997,0.22657308399999998,0.20230071100000013
0.75,0.26301783599999995,0.26277882399999997,0.22657308399999998,0.19970208
0.76,0.26301783599999995,0.26277882399999997,0.22657308399999998,0.200475105
0.77,0.26301783599999995,0.26277882399999997,0.018659830000000044,0.40915856500000003
0.78,0.26301783599999995,0.26277882399999997,0.22657308399999998,0.15938721200000017
0.79,0.26301783599999995,0.26277882399999997,0.22432403400000012,0.16163626200000003
0.8,0.26301783599999995,0.26277882399999997,0.22432403400000012,0.16163626200000003
0.81,0.26301783599999995,0.23713242999999995,0.24997042800000013,0.174620102
0.82,0.347379278,0.12270450499999996,0.2822859609999999,0.19979960400000008
0.83,0.322706371,0.2786115149999999,0.1887984330000001,0.13462447700000002
0.84,0.322706371,0.20309028899999992,0.22432403400000012,0.172184004
0.85,0.322706371,0.20309028899999992,0.22432403400000012,0.1610062379999999
0.86,0.322706371,0.2786115149999999,0.19369564800000005,0.12972726200000007
0.87,0.322706371,0.19493967599999995,0.23778309799999997,0.20104547299999997
0.88,0.322706371,0.27838208899999994,0.15128128399999996,0.20273655499999998
0.89,0.322706371,0.27838208899999994,0.15480099199999997,0.20058516599999998
0.9,0.322706371,0.27838208899999994,0.15128128399999996,0.041982722000000194
