随机值,K值为2,K值为3,K值为4,K值为5
0.59,0.15428450493925738,0.24304382607599084,0.3590885362958316,0.07941633736650067
0.6,0.15428450493925738,0.24304382607599084,0.06498776136143669,0.388205378925615
0.61,0.15428450493925738,0.2235580701576081,0.37857429221421435,0.07941633736650067
0.62,0.15428450493925738,0.2235580701576081,0.2242722988506094,0.15437140767667712
0.63,0.15428450493925738,0.2235580701576081,0.14571981549478585,0.23292389103250066
0.64,0.15428450493925738,0.2235580701576081,0.0390839544587247,0.13983911473140487
0.65,0.15428450493925738,0.2235580701576081,0.0390839544587247,0.22699203797805545
0.66,0.15428450493925738,0.24910879590449087,0.07907401258292324,0.130088388217102
0.67,0.15428450493925738,0.24910879590449087,0.07907401258292324,0.053275695154505254
0.68,0.15428450493925738,0.2445639218724407,0.2049351672269546,0.09302965223009951
0.69,0.15428450493925738,0.24910879590449087,0.07907401258292324,0.2143459328420807
0.7,0.15428450493925738,0.24910879590449087,0.07907401258292324,0.2143459328420807
0.71,0.15428450493925738,0.24910879590449087,0.07907401258292324,0.06605578392965872
0.72,0.15428450493925738,0.2445639218724407,0.226604590815787,0.07136022864126712
0.73,0.15428450493925738,0.24458223599285245,0.22658627669537523,0.031560162831781646
0.74,0.15428450493925738,0.24458223599285245,0.03167969324226827,0.22572438739166611
0.75,0.15428450493925738,0.2262564577706112,0.24539389513207022,0.07087838842681338
0.76,0.15428450493925738,0.2262564577706112,0.23909815754614527,0.05325298162381209
0.77,0.15428450493925738,0.2262564577706112,0.23909815754614527,0.05118017003721831
0.78,0.15428450493925738,0.2262564577706112,0.1707890962287555,0.1005823508565562
0.79,0.15428450493925738,0.22646156668512707,0.1830283160628372,0.13351704763438454
0.8,0.15428450493925738,0.22623606452292355,0.23911855079383293,0.037563868248881915
0.81,0.15428450493925738,0.22623606452292355,0.17080948947644314,0.08017320106696113
0.82,0.15428450493925738,0.2262564577706112,0.23434542957775673,0.055270719027927795
0.83,0.15428450493925738,0.2262564577706112,0.18323342497735307,0.1626086489201528
0.84,0.15428450493925738,0.226465420778869,0.18302446196909528,0.06772887231836355
0.85,0.15428450493925738,0.2447784805806852,-0.005332215107058502,0.2634722180920117
0.86,0.15428450493925738,0.226465420778869,0.18302446196909528,0.03629794031174205
0.87,0.15428450493925738,0.2542018023497734,0.15528808039819086,0.12994268879068227
0.88,0.15428450493925738,0.23190158297398722,0.2384599390118931,0.0844192769228096
0.89,0.15428450493925738,0.21426210633160836,0.18278344766775834,0.12311020767353997
0.9,0.15428450493925738,0.24910879590449087,0.216847861122343,0.054199104646072804
