user_id,user_verified_type,weibo_type,fans_type,repost_type,like_type,comment_type,weibo_granger,fan_granger,repost_granger,like_granger,comment_granger
5802482157,1,1,2,0,1,0,1,1,1,3,1
6020516658,1,1,2,0,1,0,1,1,1,3,1
6112949209,1,1,2,0,1,0,1,1,1,3,1
6253454836,1,1,2,0,1,0,1,1,1,3,1
1248924493,1,2,0,0,1,0,0,1,1,3,1
1752863270,1,2,0,0,1,0,0,1,1,3,1
1931219195,1,2,0,0,1,0,0,1,1,3,1
2094054333,1,2,0,0,1,0,0,1,1,3,1
3066213245,1,2,0,0,1,0,0,1,1,3,1
3200353973,1,2,0,0,1,0,0,1,1,3,1
1737586512,1,2,2,0,1,0,0,1,1,3,1
1117069645,1,0,0,1,1,0,1,1,0,3,1
1160746241,1,0,0,1,1,0,1,1,0,3,1
1410948431,1,0,0,1,1,0,1,1,0,3,1
1686436650,1,0,0,1,1,0,1,1,0,3,1
1730491795,1,0,0,1,1,0,1,1,0,3,1
1858983272,1,0,0,1,1,0,1,1,0,3,1
1859871684,1,0,0,1,1,0,1,1,0,3,1
1866178881,1,0,0,1,1,0,1,1,0,3,1
1917366833,1,0,0,1,1,0,1,1,0,3,1
1918960820,1,0,0,1,1,0,1,1,0,3,1
1979940183,1,0,0,1,1,0,1,1,0,3,1
2034225772,1,0,0,1,1,0,1,1,0,3,1
2109849744,1,0,0,1,1,0,1,1,0,3,1
2676828957,1,0,0,1,1,0,1,1,0,3,1
2683684161,1,0,0,1,1,0,1,1,0,3,1
2709473301,1,0,0,1,1,0,1,1,0,3,1
3063200533,1,0,0,1,1,0,1,1,0,3,1
3165101432,1,0,0,1,1,0,1,1,0,3,1
3599276677,1,0,0,1,1,0,1,1,0,3,1
3750110244,1,0,0,1,1,0,1,1,0,3,1
5548943128,1,0,0,1,1,0,1,1,0,3,1
6253103104,1,0,0,1,1,0,1,1,0,3,1
6272966047,1,0,0,1,1,0,1,1,0,3,1
6401103946,1,0,0,1,1,0,1,1,0,3,1
6490759463,1,0,0,1,1,0,1,1,0,3,1
6502039945,1,0,0,1,1,0,1,1,0,3,1
7414967920,1,0,0,1,1,0,1,1,0,3,1
7539953238,1,0,0,1,1,0,1,1,0,3,1
7576523960,1,0,0,1,1,0,1,1,0,3,1
7628575891,1,0,0,1,1,0,1,1,0,3,1
1136178193,1,0,1,1,1,0,1,1,0,3,1
1403842922,1,0,1,1,1,0,1,1,0,3,1
1540243817,1,0,1,1,1,0,1,1,0,3,1
1562479250,1,0,1,1,1,0,1,1,0,3,1
1641245030,1,0,1,1,1,0,1,1,0,3,1
1678512213,1,0,1,1,1,0,1,1,0,3,1
1775638471,1,0,1,1,1,0,1,1,0,3,1
1815207383,1,0,1,1,1,0,1,1,0,3,1
1862760991,1,0,1,1,1,0,1,1,0,3,1
1916653155,1,0,1,1,1,0,1,1,0,3,1
2153117015,1,0,1,1,1,0,1,1,0,3,1
2159765687,1,0,1,1,1,0,1,1,0,3,1
2217106561,1,0,1,1,1,0,1,1,0,3,1
2659261621,1,0,1,1,1,0,1,1,0,3,1
5341241739,1,0,1,1,1,0,1,1,0,3,1
5582931309,1,0,1,1,1,0,1,1,0,3,1
6304381077,1,0,1,1,1,0,1,1,0,3,1
6524418575,1,0,1,1,1,0,1,1,0,3,1
6619263525,1,0,1,1,1,0,1,1,0,3,1
1419645071,1,0,2,1,1,0,1,1,0,3,1
1642471052,1,0,2,1,1,0,1,1,0,3,1
1650096331,1,0,2,1,1,0,1,1,0,3,1
1737943044,1,0,2,1,1,0,1,1,0,3,1
1867038285,1,0,2,1,1,0,1,1,0,3,1
1884334303,1,0,2,1,1,0,1,1,0,3,1
1924842983,1,0,2,1,1,0,1,1,0,3,1
1973634817,1,0,2,1,1,0,1,1,0,3,1
2129452154,1,0,2,1,1,0,1,1,0,3,1
2175243340,1,0,2,1,1,0,1,1,0,3,1
2377006293,1,0,2,1,1,0,1,1,0,3,1
2481441215,1,0,2,1,1,0,1,1,0,3,1
2622056220,1,0,2,1,1,0,1,1,0,3,1
2976971705,1,0,2,1,1,0,1,1,0,3,1
3201725574,1,0,2,1,1,0,1,1,0,3,1
3481045492,1,0,2,1,1,0,1,1,0,3,1
3675657612,1,0,2,1,1,0,1,1,0,3,1
5541011958,1,0,2,1,1,0,1,1,0,3,1
5703735355,1,0,2,1,1,0,1,1,0,3,1
1626045813,1,1,0,1,1,0,1,1,0,3,1
1670738351,1,1,0,1,1,0,1,1,0,3,1
1813810847,1,1,0,1,1,0,1,1,0,3,1
1845828625,1,1,0,1,1,0,1,1,0,3,1
1891719721,1,1,0,1,1,0,1,1,0,3,1
2046576145,1,1,0,1,1,0,1,1,0,3,1
2104844584,1,1,0,1,1,0,1,1,0,3,1
2117703102,1,1,0,1,1,0,1,1,0,3,1
2137950223,1,1,0,1,1,0,1,1,0,3,1
2258223873,1,1,0,1,1,0,1,1,0,3,1
2285814147,1,1,0,1,1,0,1,1,0,3,1
2286385060,1,1,0,1,1,0,1,1,0,3,1
2287769755,1,1,0,1,1,0,1,1,0,3,1
2821141604,1,1,0,1,1,0,1,1,0,3,1
2939671752,1,1,0,1,1,0,1,1,0,3,1
3205295640,1,1,0,1,1,0,1,1,0,3,1
3464682334,1,1,0,1,1,0,1,1,0,3,1
3697271680,1,1,0,1,1,0,1,1,0,3,1
5234729257,1,1,0,1,1,0,1,1,0,3,1
5290717276,1,1,0,1,1,0,1,1,0,3,1
5550357934,1,1,0,1,1,0,1,1,0,3,1
6079415126,1,1,0,1,1,0,1,1,0,3,1
6346468473,1,1,0,1,1,0,1,1,0,3,1
6493884343,1,1,0,1,1,0,1,1,0,3,1
6590248574,1,1,0,1,1,0,1,1,0,3,1
7316513827,1,1,0,1,1,0,1,1,0,3,1
7458145751,1,1,0,1,1,0,1,1,0,3,1
7464359549,1,1,0,1,1,0,1,1,0,3,1
7571346388,1,1,0,1,1,0,1,1,0,3,1
1097019341,1,1,1,1,1,0,1,1,0,3,1
1226097130,1,1,1,1,1,0,1,1,0,3,1
1297954675,1,1,1,1,1,0,1,1,0,3,1
1655238055,1,1,1,1,1,0,1,1,0,3,1
1747173625,1,1,1,1,1,0,1,1,0,3,1
1750349220,1,1,1,1,1,0,1,1,0,3,1
1885637912,1,1,1,1,1,0,1,1,0,3,1
1887724290,1,1,1,1,1,0,1,1,0,3,1
1905653985,1,1,1,1,1,0,1,1,0,3,1
1913366611,1,1,1,1,1,0,1,1,0,3,1
1966715680,1,1,1,1,1,0,1,1,0,3,1
1973967044,1,1,1,1,1,0,1,1,0,3,1
2037509875,1,1,1,1,1,0,1,1,0,3,1
2041117703,1,1,1,1,1,0,1,1,0,3,1
2109885920,1,1,1,1,1,0,1,1,0,3,1
2663751563,1,1,1,1,1,0,1,1,0,3,1
2710498342,1,1,1,1,1,0,1,1,0,3,1
2726406013,1,1,1,1,1,0,1,1,0,3,1
2841671163,1,1,1,1,1,0,1,1,0,3,1
3222735304,1,1,1,1,1,0,1,1,0,3,1
5242156161,1,1,1,1,1,0,1,1,0,3,1
6502576408,1,1,1,1,1,0,1,1,0,3,1
6768303733,1,1,1,1,1,0,1,1,0,3,1
6901994610,1,1,1,1,1,0,1,1,0,3,1
1598078571,1,1,2,1,1,0,1,1,0,3,1
1656737654,1,1,2,1,1,0,1,1,0,3,1
1665450974,1,1,2,1,1,0,1,1,0,3,1
1678429834,1,1,2,1,1,0,1,1,0,3,1
1678528194,1,1,2,1,1,0,1,1,0,3,1
1704544512,1,1,2,1,1,0,1,1,0,3,1
1740952902,1,1,2,1,1,0,1,1,0,3,1
1750349192,1,1,2,1,1,0,1,1,0,3,1
1771650130,1,1,2,1,1,0,1,1,0,3,1
1774259814,1,1,2,1,1,0,1,1,0,3,1
1782599645,1,1,2,1,1,0,1,1,0,3,1
1796086707,1,1,2,1,1,0,1,1,0,3,1
1807058715,1,1,2,1,1,0,1,1,0,3,1
1838672663,1,1,2,1,1,0,1,1,0,3,1
1847251991,1,1,2,1,1,0,1,1,0,3,1
1856446532,1,1,2,1,1,0,1,1,0,3,1
1876265021,1,1,2,1,1,0,1,1,0,3,1
1879778060,1,1,2,1,1,0,1,1,0,3,1
1880087643,1,1,2,1,1,0,1,1,0,3,1
1891330474,1,1,2,1,1,0,1,1,0,3,1
1904947977,1,1,2,1,1,0,1,1,0,3,1
1905628462,1,1,2,1,1,0,1,1,0,3,1
1915096531,1,1,2,1,1,0,1,1,0,3,1
1918021250,1,1,2,1,1,0,1,1,0,3,1
1919072083,1,1,2,1,1,0,1,1,0,3,1
1926786203,1,1,2,1,1,0,1,1,0,3,1
1960601312,1,1,2,1,1,0,1,1,0,3,1
2168499337,1,1,2,1,1,0,1,1,0,3,1
2200249730,1,1,2,1,1,0,1,1,0,3,1
2274567792,1,1,2,1,1,0,1,1,0,3,1
2355965410,1,1,2,1,1,0,1,1,0,3,1
2495530635,1,1,2,1,1,0,1,1,0,3,1
2804827393,1,1,2,1,1,0,1,1,0,3,1
2900118455,1,1,2,1,1,0,1,1,0,3,1
3170247223,1,1,2,1,1,0,1,1,0,3,1
3274822530,1,1,2,1,1,0,1,1,0,3,1
3502801212,1,1,2,1,1,0,1,1,0,3,1
3514732862,1,1,2,1,1,0,1,1,0,3,1
3919603060,1,1,2,1,1,0,1,1,0,3,1
5519666559,1,1,2,1,1,0,1,1,0,3,1
6040549176,1,1,2,1,1,0,1,1,0,3,1
6868583654,1,1,2,1,1,0,1,1,0,3,1
1274460913,1,2,0,1,1,0,0,1,0,3,1
1710226151,1,2,0,1,1,0,0,1,0,3,1
2164096520,1,2,0,1,1,0,0,1,0,3,1
2394299024,1,2,0,1,1,0,0,1,0,3,1
2428943841,1,2,0,1,1,0,0,1,0,3,1
3268122913,1,2,0,1,1,0,0,1,0,3,1
6213974274,1,2,0,1,1,0,0,1,0,3,1
6243817726,1,2,0,1,1,0,0,1,0,3,1
6859129925,1,2,0,1,1,0,0,1,0,3,1
7126605018,1,2,0,1,1,0,0,1,0,3,1
1260407871,1,2,1,1,1,0,0,1,0,3,1
1750349240,1,2,1,1,1,0,0,1,0,3,1
1844967414,1,2,2,1,1,0,0,1,0,3,1
1872005590,1,2,2,1,1,0,0,1,0,3,1
1900661044,1,2,2,1,1,0,0,1,0,3,1
3242792887,1,2,2,1,1,0,0,1,0,3,1
1075970297,1,0,0,0,0,0,1,1,1,1,1
1605622705,1,0,0,0,0,0,1,1,1,1,1
1682742555,1,0,0,0,0,0,1,1,1,1,1
1732652540,1,0,0,0,0,0,1,1,1,1,1
1798920157,1,0,0,0,0,0,1,1,1,1,1
1821870413,1,0,0,0,0,0,1,1,1,1,1
1827021883,1,0,0,0,0,0,1,1,1,1,1
1847481772,1,0,0,0,0,0,1,1,1,1,1
1909829032,1,0,0,0,0,0,1,1,1,1,1
1932461307,1,0,0,0,0,0,1,1,1,1,1
2010932112,1,0,0,0,0,0,1,1,1,1,1
2017456083,1,0,0,0,0,0,1,1,1,1,1
2097174010,1,0,0,0,0,0,1,1,1,1,1
2100774680,1,0,0,0,0,0,1,1,1,1,1
2102151297,1,0,0,0,0,0,1,1,1,1,1
2131593523,1,0,0,0,0,0,1,1,1,1,1
2142423461,1,0,0,0,0,0,1,1,1,1,1
2146751955,1,0,0,0,0,0,1,1,1,1,1
2208511471,1,0,0,0,0,0,1,1,1,1,1
2243785533,1,0,0,0,0,0,1,1,1,1,1
2315534114,1,0,0,0,0,0,1,1,1,1,1
2344169260,1,0,0,0,0,0,1,1,1,1,1
2358982884,1,0,0,0,0,0,1,1,1,1,1
2381872931,1,0,0,0,0,0,1,1,1,1,1
2417560735,1,0,0,0,0,0,1,1,1,1,1
2480072672,1,0,0,0,0,0,1,1,1,1,1
2516546215,1,0,0,0,0,0,1,1,1,1,1
2538567791,1,0,0,0,0,0,1,1,1,1,1
2551964902,1,0,0,0,0,0,1,1,1,1,1
2556927071,1,0,0,0,0,0,1,1,1,1,1
2572182777,1,0,0,0,0,0,1,1,1,1,1
2621516563,1,0,0,0,0,0,1,1,1,1,1
2628470685,1,0,0,0,0,0,1,1,1,1,1
2637031565,1,0,0,0,0,0,1,1,1,1,1
2733883761,1,0,0,0,0,0,1,1,1,1,1
2804950694,1,0,0,0,0,0,1,1,1,1,1
2851288512,1,0,0,0,0,0,1,1,1,1,1
2875455054,1,0,0,0,0,0,1,1,1,1,1
3048088301,1,0,0,0,0,0,1,1,1,1,1
3089846113,1,0,0,0,0,0,1,1,1,1,1
3096144867,1,0,0,0,0,0,1,1,1,1,1
3114691553,1,0,0,0,0,0,1,1,1,1,1
3158981002,1,0,0,0,0,0,1,1,1,1,1
3172308442,1,0,0,0,0,0,1,1,1,1,1
3189210427,1,0,0,0,0,0,1,1,1,1,1
3305054152,1,0,0,0,0,0,1,1,1,1,1
3378356304,1,0,0,0,0,0,1,1,1,1,1
3502828934,1,0,0,0,0,0,1,1,1,1,1
3544406934,1,0,0,0,0,0,1,1,1,1,1
3546633155,1,0,0,0,0,0,1,1,1,1,1
3594781514,1,0,0,0,0,0,1,1,1,1,1
3661364991,1,0,0,0,0,0,1,1,1,1,1
3700644283,1,0,0,0,0,0,1,1,1,1,1
3707142207,1,0,0,0,0,0,1,1,1,1,1
3853685339,1,0,0,0,0,0,1,1,1,1,1
3891991160,1,0,0,0,0,0,1,1,1,1,1
5077694496,1,0,0,0,0,0,1,1,1,1,1
5110126116,1,0,0,0,0,0,1,1,1,1,1
5262218278,1,0,0,0,0,0,1,1,1,1,1
5328770029,1,0,0,0,0,0,1,1,1,1,1
5358376439,1,0,0,0,0,0,1,1,1,1,1
5460132470,1,0,0,0,0,0,1,1,1,1,1
5533548092,1,0,0,0,0,0,1,1,1,1,1
5535405748,1,0,0,0,0,0,1,1,1,1,1
5571701828,1,0,0,0,0,0,1,1,1,1,1
5602045566,1,0,0,0,0,0,1,1,1,1,1
5608237178,1,0,0,0,0,0,1,1,1,1,1
5633055981,1,0,0,0,0,0,1,1,1,1,1
5750479154,1,0,0,0,0,0,1,1,1,1,1
5832495411,1,0,0,0,0,0,1,1,1,1,1
5866381401,1,0,0,0,0,0,1,1,1,1,1
5872960861,1,0,0,0,0,0,1,1,1,1,1
5979095879,1,0,0,0,0,0,1,1,1,1,1
5996036910,1,0,0,0,0,0,1,1,1,1,1
5997272147,1,0,0,0,0,0,1,1,1,1,1
6086633330,1,0,0,0,0,0,1,1,1,1,1
6092162496,1,0,0,0,0,0,1,1,1,1,1
6154333526,1,0,0,0,0,0,1,1,1,1,1
6314583176,1,0,0,0,0,0,1,1,1,1,1
6367648290,1,0,0,0,0,0,1,1,1,1,1
6415797919,1,0,0,0,0,0,1,1,1,1,1
6451746664,1,0,0,0,0,0,1,1,1,1,1
6568854262,1,0,0,0,0,0,1,1,1,1,1
7005133472,1,0,0,0,0,0,1,1,1,1,1
7122634086,1,0,0,0,0,0,1,1,1,1,1
7141213574,1,0,0,0,0,0,1,1,1,1,1
7202439638,1,0,0,0,0,0,1,1,1,1,1
7221168915,1,0,0,0,0,0,1,1,1,1,1
7230229639,1,0,0,0,0,0,1,1,1,1,1
7327122023,1,0,0,0,0,0,1,1,1,1,1
7413870861,1,0,0,0,0,0,1,1,1,1,1
7418517114,1,0,0,0,0,0,1,1,1,1,1
7491728684,1,0,0,0,0,0,1,1,1,1,1
7501277582,1,0,0,0,0,0,1,1,1,1,1
7504418402,1,0,0,0,0,0,1,1,1,1,1
7514477914,1,0,0,0,0,0,1,1,1,1,1
